ID          Chr    Position
M1362        5     6.50000
M1363        5     6.53125
M1364        5     6.56250
M1365        5     6.59375
M1366        5     6.62500
M1367        5     6.65625
M1368        5     6.68750
M1369        5     6.71875
M1370        5     6.75000
M1371        5     6.78125
M1372        5     6.81250
M1373        5     6.84375
M1374        5     6.90625
M1375        5     6.93750
M1376        5     6.96875
M1377        5     7.00000
M1378        5     7.03125
M1379        5     7.06250
M1380        5     7.09375
M1381        5     7.12500
M1382        5     7.15625
M1383        5     7.18750
M1384        5     7.21875
M1385        5     7.25000
M1386        5     7.28125
M1387        5     7.31250
M1388        5     7.34375
M1389        5     7.37500
M1390        5     7.40625
M1391        5     7.43750
M1392        5     7.46875
M1393        5     7.50000
M1394        5     7.53125
M1395        5     7.56250
M1396        5     7.68750
M1397        5     7.71875
M1398        5     7.75000
M1399        5     7.78125
M1400        5     7.81250
M1401        5     7.84375
M1402        5     7.87500
M1403        5     7.90625
M1404        5     7.93750
M1405        5     7.96875
M1406        5     8.00000
M1407        5     8.03125
M1408        5     8.06250
M1409        5     8.09375
M1410        5     8.15625
M1411        5     8.18750
M1412        5     8.21875
M1413        5     8.28125
M1414        5     8.31250
M1415        5     8.34375
M1416        5     8.37500
M1417        5     8.40625
M1418        5     8.43750
M1419        5     8.46875
M1420        5     8.53125
M1421        5     8.59375
M1422        5     8.62500
M1423        5     8.65625
M1424        5     8.68750
M1425        5     8.71875
M1426        5     8.75000
M1427        5     8.78125
M1428        5     8.81250
M1429        5     8.84375
M1430        5     8.93750
M1431        5     8.96875
M1432        5     9.00000
M1433        5     9.03125
M1434        5     9.06250
M1435        5     9.09375
M1436        5     9.12500
M1437        5     9.15625
M1438        5     9.18750
M1439        5     9.21875
M1440        5     9.25000
M1441        5     9.31250
M1442        5     9.34375
M1443        5     9.37500
M1444        5     9.40625
M1445        5     9.43750
M1446        5     9.46875
M1447        5     9.50000
M1448        5     9.53125
M1449        5     9.56250
M1450        5     9.59375
M1451        5     9.62500
M1452        5     9.65625
M1453        5     9.68750
M1454        5     9.71875
M1455        5     9.75000
M1456        5     9.78125
M1457        5     9.81250
M1458        5     9.84375
M1459        5     9.87500
M1460        5     9.90625
M1461        5     9.96875
M1462        5    10.00000
